"HEADING","ABBR_HDNG","ABBR_CODE","ABBR_DESC","ABBR_LIST","ABBR_REM","FILE_FSET"
"DATA","HDPH_TYPE","DP","Dynamic probe sampling","4.1","",""
"DATA","HDPH_TYPE","DS","Dynamic Sampling","4.1","",""
"DATA","HDPH_TYPE","EXP","Logged exposure","4.1","",""
"DATA","HDPH_TYPE","GCOP","GCO probe","4.1","",""
"DATA","HDPH_TYPE","HA","Hand Auger","4.1","",""
"DATA","HDPH_TYPE","ICBR","In situ CBR test","4.1","",""
"DATA","HDPH_TYPE","IDEN","In situ density test","4.1","",""
"DATA","HDPH_TYPE","INST","Instrument","4.1","",""
"DATA","HDPH_TYPE","IP","Inspection pit","4.1","",""
"DATA","HDPH_TYPE","IRDX","In situ redox test","4.1","",""
"DATA","HDPH_TYPE","IRES","In situ resistivity","4.1","",""
"DATA","HDPH_TYPE","ISPT","Standard penetration test","4.1","",""
"DATA","HDPH_TYPE","IVAN","In situ vane test","4.1","",""
"DATA","HDPH_TYPE","OP","Observation pit/trench","4.1","",""
"DATA","HDPH_TYPE","PC","Pavement core","4.1","",""
"DATA","HDPH_TYPE","PM","Pressuremeter test hole","4.1","",""
"DATA","HDPH_TYPE","RC","Rotary cored","4.1","",""
"DATA","HDPH_TYPE","RCG","Rotary drilling in common ground","4.1","",""
"DATA","HDPH_TYPE","RO","Rotary open hole","4.1","",""
"DATA","HDPH_TYPE","RPC","Russian Peat Corer","4.1","",""
"DATA","HDPH_TYPE","SCP","Static cone penetrometer","4.1","",""
"DATA","HDPH_TYPE","SH","Shaft","4.1","",""
"DATA","HDPH_TYPE","SNC","Sonic core drilling","4.1","",""
"DATA","HDPH_TYPE","TP","Trial pit/trench","4.1","",""
"DATA","HDPH_TYPE","TRAV","Linear logging traverse or scanline survey","4.1","",""
"DATA","HDPH_TYPE","VC","Vibrocore","4.1","",""
"DATA","HDPH_TYPE","VE","Vacuum Excavation","4.1","",""
"DATA","HDPH_TYPE","W","Wash boring","4.1","",""
"DATA","HDPH_TYPE","WLS","Dynamic (windowless) sampler","4.1","",""
"DATA","HDPH_TYPE","WS","Window Sampler","4.1","",""
"DATA","ICBR_TYPE","DCP","Dynamic cone penetrometer","4.1","",""
"DATA","ICBR_TYPE","IN SITU CBR","In situ CBR apparatus","4.1","",""
"DATA","ICBR_TYPE","MEXECONE","Mexecone","4.1","",""
"DATA","IDEN_TYPE","CORE","Core","4.1","",""
"DATA","IDEN_TYPE","NUCLEAR","Nuclear","4.1","",""
"DATA","IDEN_TYPE","SAND","Sand Replacement/Cone","4.1","",""
"DATA","IDEN_TYPE","WATER","Water Replacement","4.1","",""
"DATA","IPRG_TYPE","Constant Flow Rate","Constant Flow Rate test","4.0","",""
"DATA","IPRG_TYPE","Constant Head","Constant Head","4.0","",""
"DATA","IPRG_TYPE","Falling Head","Falling Head","4.0","",""
"DATA","IPRG_TYPE","Packer test","Single or Multistage Packer Test","4.0","",""
"DATA","IPRG_TYPE","Rising Head","Rising Head","4.0","",""
"DATA","IPRG_TYPE","Water Pressure","Water Pressure test","4.0","",""
"DATA","IRES_TYPE","DPDP","Dipole-dipole array","4.1","",""
"DATA","IRES_TYPE","OWEN","Offset-Wenner array","4.1","",""
"DATA","IRES_TYPE","SCHL","Schlumberger array","4.1","",""
"DATA","IRES_TYPE","SQA","Square array","4.1","",""
"DATA","IRES_TYPE","WEN","Wenner array","4.1","",""
"DATA","ISPT_TYPE","C","Cone","4.1","",""
"DATA","ISPT_TYPE","S","Split spoon","4.1","",""
"DATA","IVAN_TYPE","BOREHOLE","Borehole vane","4.1","",""
"DATA","IVAN_TYPE","CPT","CPT Vane","4.1","",""
"DATA","IVAN_TYPE","FIELD","Hand-held field vane","4.1","",""
"DATA","IVAN_TYPE","TORVANE","Torvane","4.1","",""
"DATA","LBST_STAT","AWAITING START","Await start","4.1","",""
"DATA","LBST_STAT","COMPLETED","Completed","4.1","",""
"DATA","LBST_STAT","IN PROGRESS","In progress","4.1","",""
"DATA","LBST_STAT","NOT RECEIVED","Sample has not been delivered to the testing laboratory","4.1","",""
"DATA","LBST_STAT","RESTRICTED","Restricted","4.1","",""
"DATA","LDEN_COND","RECOMPACTED","Recompacted","4.1","",""
"DATA","LDEN_COND","UNDISTURBED","Undisturbed","4.1","",""
"DATA","LDEN_SMTY","BLOCK SAMPLE","Block sample","4.1","",""
"DATA","LDEN_SMTY","CYLINDER","Cylinder","4.1","",""
"DATA","LDEN_TYPE","IMMERSION","Immersion/displacement measurement","4.1","",""
"DATA","LDEN_TYPE","LINEAR","Linear measurement","4.1","",""
"DATA","LLPL_CONE","60g/60deg","60g/60deg","4.1","",""
"DATA","LLPL_CONE","80g/30deg","80g/30deg","4.1","",""
"DATA","LLPL_POIN","FOUR","Four point","4.1","",""
"DATA","LLPL_POIN","ONE","One point","4.1","",""
"DATA","LLPL_TYPE","CASAGRANDE","Casagrande","4.1","",""
"DATA","LLPL_TYPE","FALL CONE","Fall cone","4.1","",""
"DATA","LOCA_GREF","ITM","Ordnance Survey Ireland Irish Transverse Mercator","4.1","",""
"DATA","LOCA_GREF","LOCAL","Local Grid","4.1","",""
"DATA","LOCA_GREF","OSGB","Ordnance Survey Great Britain National Grid","4.1","",""
"DATA","LOCA_GREF","OSI","Ordnance Survey Ireland Irish Grid","4.1","",""
"DATA","LOCA_STAT","DRAFT","Draft data","4.1","",""
"DATA","LOCA_STAT","FINAL","Final data","4.1","",""
"DATA","LOCA_STAT","HISTORIC","Historical data converted from paper records","4.1","",""
"DATA","LOCA_STAT","PRELIM","Preliminary data","4.1","",""
"DATA","LOCA_STAT","PROPOSED","Proposed data","4.1","",""
"DATA","LOCA_TYPE","ABS","Automatic Ballast Sampler","4.1","",""
"DATA","LOCA_TYPE","AUGH","Hollow Stem Auger","4.1","",""
"DATA","LOCA_TYPE","AUGS","Solid Stem Auger","4.1","",""
"DATA","LOCA_TYPE","CC","Concrete core","4.1","",""
"DATA","LOCA_TYPE","CH","Slope surface protection stripping","4.1","",""
"DATA","LOCA_TYPE","CP","Cable percussion (shell and auger)","4.1","",""
"DATA","LOCA_TYPE","DCP","Dynamic cone penetrometer","4.1","",""
"DATA","LOCA_TYPE","DP","Dynamic probe sampling","4.1","",""
"DATA","LOCA_TYPE","DS","Dynamic Sampler","4.1","",""
"DATA","LOCA_TYPE","EH","Exploratory Hole","4.1","",""
"DATA","LOCA_TYPE","EXP","Logged exposure","4.1","",""
"DATA","LOCA_TYPE","GCOP","GCO probe","4.1","",""
"DATA","LOCA_TYPE","HA","Hand Auger","4.1","",""
"DATA","LOCA_TYPE","ICBR","In situ CBR test","4.1","",""
"DATA","LOCA_TYPE","IDEN","In situ density test","4.1","",""
"DATA","LOCA_TYPE","INST","instrument","4.1","",""
"DATA","LOCA_TYPE","IP","Inspection pit","4.1","",""
"DATA","LOCA_TYPE","IPLT","In situ plate loading test","4.1","",""
"DATA","LOCA_TYPE","IRDX","In situ redox test","4.1","",""
"DATA","LOCA_TYPE","IRES","In situ resistivity","4.1","",""
"DATA","LOCA_TYPE","IVAN","In situ vane test","4.1","",""
"DATA","LOCA_TYPE","LSW","Landfill Spike/Pin Well","4.1","",""
"DATA","LOCA_TYPE","MSTP","Mostap sampling position","4.1","",""
"DATA","LOCA_TYPE","OP","Observation pit/trench","4.1","",""
"DATA","LOCA_TYPE","PC","Pavement core","4.1","",""
"DATA","LOCA_TYPE","PM","Pressuremeter test hole","4.1","",""
"DATA","LOCA_TYPE","PPR","Peat probe","4.1","",""
"DATA","LOCA_TYPE","RC","Rotary cored","4.1","",""
"DATA","LOCA_TYPE","RCG","Rotary drilling in common ground","4.1","",""
"DATA","LOCA_TYPE","RO","Rotary open hole","4.1","",""
"DATA","LOCA_TYPE","RPC","Russian Peat Corer","4.1","",""
"DATA","LOCA_TYPE","SCP","Static cone penetrometer","4.1","",""
"DATA","LOCA_TYPE","SH","Shaft","4.1","",""
"DATA","LOCA_TYPE","SL","Sampling Location","4.1","",""
"DATA","LOCA_TYPE","SLDW","Sampling Location - Drinking water","4.1","",""
"DATA","LOCA_TYPE","SLSP","Sampling Location - Stockpile","4.1","",""
"DATA","LOCA_TYPE","SLSW","Sampling Location - Surface water","4.1","",""
"DATA","LOCA_TYPE","SNC","Sonic core drilling","4.1","",""
"DATA","LOCA_TYPE","STC","Structure Coring","4.1","",""
"DATA","LOCA_TYPE","TMP","Tidal Monitoring Point","4.1","",""
"DATA","LOCA_TYPE","TP","Trial pit/trench","4.1","",""
"DATA","LOCA_TYPE","TRAV","Linear logging traverse or scanline survey","4.1","",""
"DATA","LOCA_TYPE","TT","Trial trench","4.1","",""
"DATA","LOCA_TYPE","VC","Vibrocore","4.1","",""
"DATA","LOCA_TYPE","VE","Vacuum Excavation","4.1","",""
"DATA","LOCA_TYPE","W","Wash boring","4.1","",""
"DATA","LOCA_TYPE","WLS","Dynamic (windowless) sampler","4.1","",""
"DATA","LOCA_TYPE","WP","Wellpoint","4.1","",""
"DATA","LOCA_TYPE","WS","Window Sampler","4.1","",""
"DATA","LPDN_GAS","Helium","Helium","4.1","",""
"DATA","LPDN_TYPE","GAS JAR","Gas jar method","4.1","",""
"DATA","LPDN_TYPE","LARGE PYK","Large pyknometer","4.1","",""
"DATA","LPDN_TYPE","SMALL PYK","Small pyknometer","4.1","",""
"DATA","LPDN_TYPE","WIRE BASKET","Wire basket method","4.1","",""
"DATA","LUCT_MODE","Brittle","Brittle","4.1","",""
"DATA","LUCT_TYPE","UNDISTURBED","Undisturbed","4.1","",""
"DATA","LVAN_TYPE","HV","Hand vane","4.1","",""
"DATA","LVAN_TYPE","LV","Laboratory vane","4.1","",""
"DATA","LVAN_TYPE","TV","Torvane","4.1","",""
"DATA","MOND_TYPE","ANGA","Rotation/Tilt in direction A","4.1","",""
"DATA","MOND_TYPE","ANGB","Rotation/Tilt in direction B","4.1","",""
"DATA","MOND_TYPE","ANGC","Rotation in direction C","4.1","",""
"DATA","MOND_TYPE","BAR","Barometric pressure at time of monitoring","4.1","",""
"DATA","MOND_TYPE","BRG","Bearing","4.1","",""
"DATA","MOND_TYPE","CURR","Current","4.1","",""
"DATA","MOND_TYPE","DBSE","Depth to base of installation on monitoring round","4.1","",""
"DATA","MOND_TYPE","DNAPL","Dense Nonaqueous Phase Liquid","4.1","",""
"DATA","MOND_TYPE","DO","Dissolved Oxygen","4.1","",""
"DATA","MOND_TYPE","DOWNTEMP","Downhole temperature","4.1","",""
"DATA","MOND_TYPE","DSPA","Displacement in direction A","4.1","",""
"DATA","MOND_TYPE","DSPB","Displacement in direction B","4.1","",""
"DATA","MOND_TYPE","DSPC","Displacement in direction C","4.1","",""
"DATA","MOND_TYPE","DSTA","Distance A from LOCA_ID (slip indicator top rod)","4.1","",""
"DATA","MOND_TYPE","DSTB","Distance B from LOCA_ID (slip indicator top rod)","4.1","",""
"DATA","MOND_TYPE","DSTL","Distance","4.1","",""
"DATA","MOND_TYPE","EAST","Absolute position (Easting)","4.1","",""
"DATA","MOND_TYPE","EC","Electrical conductivity","4.1","",""
"DATA","MOND_TYPE","ECA","Actual Conductivity","4.1","",""
"DATA","MOND_TYPE","ECS","Specific Conductivity","4.1","",""
"DATA","MOND_TYPE","ERAT","Volume extraction rate","4.1","",""
"DATA","MOND_TYPE","FLOW","Flow","4.1","",""
"DATA","MOND_TYPE","FORC","Force","4.1","",""
"DATA","MOND_TYPE","GAMP","Peak ammonia concentration","4.1","",""
"DATA","MOND_TYPE","GAMS","Steady ammonia concentration","4.1","",""
"DATA","MOND_TYPE","GAUG","Gauge length","4.1","",""
"DATA","MOND_TYPE","GCD","Carbon dioxide concentration","4.1","",""
"DATA","MOND_TYPE","GCDP","Peak carbon dioxide concentration","4.1","",""
"DATA","MOND_TYPE","GCDS","Steady carbon dioxide concentration","4.1","",""
"DATA","MOND_TYPE","GCM","Carbon monoxide concentration","4.1","",""
"DATA","MOND_TYPE","GCMP","Peak carbon monoxide concentration","4.1","",""
"DATA","MOND_TYPE","GCMS","Steady carbon monoxide concentration","4.1","",""
"DATA","MOND_TYPE","GFLO","Gas flow rate","4.1","",""
"DATA","MOND_TYPE","GFLOP","Peak gas flow rate","4.1","",""
"DATA","MOND_TYPE","GFLOS","Steady gas flow rate","4.1","",""
"DATA","MOND_TYPE","GHP","Peak hydrogen concentration","4.1","",""
"DATA","MOND_TYPE","GHS","Steady hydrogen concentration","4.1","",""
"DATA","MOND_TYPE","GM","Measured methane as percentage of LEL","4.1","",""
"DATA","MOND_TYPE","GMP","Peak methane as percentage of LEL","4.1","",""
"DATA","MOND_TYPE","GMS","Steady methane as percentage of LEL","4.1","",""
"DATA","MOND_TYPE","GNIT","Nitrogen concentration","4.1","",""
"DATA","MOND_TYPE","GNITP","Peak nitrogen concentration","4.1","",""
"DATA","MOND_TYPE","GNITS","Steady nitrogen concentration","4.1","",""
"DATA","MOND_TYPE","GOX","Oxygen concentration","4.1","",""
"DATA","MOND_TYPE","GOXM","Minimum oxygen concentration","4.1","",""
"DATA","MOND_TYPE","GOXP","Steady oxygen concentration","4.1","",""
"DATA","MOND_TYPE","GOXS","Peak oxygen concentration","4.1","",""
"DATA","MOND_TYPE","GPRS","Differential Pressure","4.1","",""
"DATA","MOND_TYPE","HYC","Hydrogen cyanide concentration","4.1","",""
"DATA","MOND_TYPE","HYCP","Peak hydrogen cyanide concentration","4.1","",""
"DATA","MOND_TYPE","HYCS","Steady hydrogen cyanide concentration","4.1","",""
"DATA","MOND_TYPE","HYS","Hydrogen sulphide concentration","4.1","",""
"DATA","MOND_TYPE","HYSP","Peak hydrogen sulphide concentration","4.1","",""
"DATA","MOND_TYPE","HYSS","Steady hydrogen sulphide concentration","4.1","",""
"DATA","MOND_TYPE","LEV","Absolute position (Level)","4.1","",""
"DATA","MOND_TYPE","LNAPL","Light Nonaqueous Phase Liquid","4.1","",""
"DATA","MOND_TYPE","NRTH","Absolute position (Northing)","4.1","",""
"DATA","MOND_TYPE","OPP","Oxygen Partial Pressure","4.1","",""
"DATA","MOND_TYPE","PH","Potential of Hydrogen (pH)","4.1","",""
"DATA","MOND_TYPE","PID","Photo Ionisation Detector Reading","4.1","",""
"DATA","MOND_TYPE","PIDP","Peak Photo Ionisation Detector Reading","4.1","",""
"DATA","MOND_TYPE","PIDS","Steady Photo Ionisation Detector Reading","4.1","",""
"DATA","MOND_TYPE","PRES","Pressure","4.1","",""
"DATA","MOND_TYPE","RAD","Radon gas","4.1","",""
"DATA","MOND_TYPE","RAIN","Rainfall","4.1","",""
"DATA","MOND_TYPE","RDX","Redox potential","4.1","",""
"DATA","MOND_TYPE","RES","Apparent resistivity","4.1","",""
"DATA","MOND_TYPE","RFLOW","River flowrate measurement","4.1","",""
"DATA","MOND_TYPE","RLEVEL","River level measurement","4.1","",""
"DATA","MOND_TYPE","ROTS","Rotational speed","4.1","",""
"DATA","MOND_TYPE","SAL","Salinity","4.1","",""
"DATA","MOND_TYPE","SAMPTEMP","Sample temperature","4.1","",""
"DATA","MOND_TYPE","STAT","Status","4.1","",""
"DATA","MOND_TYPE","STRA","Strain in direction A","4.1","",""
"DATA","MOND_TYPE","STRB","Strain in direction B","4.1","",""
"DATA","MOND_TYPE","STRC","Strain in direction C","4.1","",""
"DATA","MOND_TYPE","TDS","Total dissolved solids","4.1","",""
"DATA","MOND_TYPE","TEMP","Atmospheric temperature","4.1","",""
"DATA","MOND_TYPE","TGM","Total methane concentration","4.1","",""
"DATA","MOND_TYPE","TGMP","Peak total methane concentration","4.1","",""
"DATA","MOND_TYPE","TGMS","Steady total methane concentration","4.1","",""
"DATA","MOND_TYPE","TORQ","Torque","4.1","",""
"DATA","MOND_TYPE","TRST","Thrust","4.1","",""
"DATA","MOND_TYPE","TURB","Turbidity","4.1","",""
"DATA","MOND_TYPE","UPT","Up/run time","4.1","",""
"DATA","MOND_TYPE","VEL","Velocity","4.1","",""
"DATA","MOND_TYPE","VOC","Volatile organic compound","4.1","",""
"DATA","MOND_TYPE","VOCP","Peak volatile organic compound","4.1","",""
"DATA","MOND_TYPE","VOL","Volume","4.1","",""
"DATA","MOND_TYPE","VOLT","Voltage","4.1","",""
"DATA","MOND_TYPE","WDEP","Depth to water from LOCA_ID datum","4.1","",""
"DATA","MOND_TYPE","WHD","Head of water above tip","4.1","",""
"DATA","MONG_TYPE","ANEM","Anemometer","4.1","",""
"DATA","MONG_TYPE","DM","Discontinuity monitoring","4.1","",""
"DATA","MONG_TYPE","EPCE","Embedment pressure cell","4.1","",""
"DATA","MONG_TYPE","EPCH","Embedment pressure cell","4.1","",""
"DATA","MONG_TYPE","EPCP","Embedment pressure cell","4.1","",""
"DATA","MONG_TYPE","EPIE","Electronic Piezometer","4.1","",""
"DATA","MONG_TYPE","ESET","Electronic settlement cell/gauges","4.1","",""
"DATA","MONG_TYPE","ETL","Optical extensometer","4.1","",""
"DATA","MONG_TYPE","ETM","Magnetic Extensometer","4.1","",""
"DATA","MONG_TYPE","ETR","Rod Extensometer","4.1","",""
"DATA","MONG_TYPE","ETT","Tape Extensometer","4.1","",""
"DATA","MONG_TYPE","GMP","Gas monitoring point","4.1","",""
"DATA","MONG_TYPE","GWMP","Groundwater monitoring point","4.1","",""
"DATA","MONG_TYPE","HPIE","Hydraulic piezometer","4.1","",""
"DATA","MONG_TYPE","HSET","Hydraulic settlement cell/gauges","4.1","",""
"DATA","MONG_TYPE","ICE","Inclinometer","4.1","",""
"DATA","MONG_TYPE","ICM","Inclinometer - Manual","4.1","",""
"DATA","MONG_TYPE","IPCE","Interface pressure cell","4.1","",""
"DATA","MONG_TYPE","IPCH","Interface pressure cell","4.1","",""
"DATA","MONG_TYPE","IPCP","Interface pressure cell","4.1","",""
"DATA","MONG_TYPE","LC","Load cell","4.1","",""
"DATA","MONG_TYPE","MSET","Levelling point or plate","4.1","",""
"DATA","MONG_TYPE","PPCE","Push in pressure cell","4.1","",""
"DATA","MONG_TYPE","PPCH","Push in pressure cell","4.1","",""
"DATA","MONG_TYPE","PPCP","Push in pressure cell","4.1","",""
"DATA","MONG_TYPE","PPIE","Pneumatic Piezometer","4.1","",""
"DATA","MONG_TYPE","PSET","Pneumatic settlement cell/gauges","4.1","",""
"DATA","MONG_TYPE","RAIN","Rain Gauge","4.1","",""
"DATA","MONG_TYPE","RIVER","River Gauging Station","4.1","",""
"DATA","MONG_TYPE","SG","Strain gauge","4.1","",""
"DATA","MONG_TYPE","SLIP","Slip indicator","4.1","",""
"DATA","MONG_TYPE","SP","Standpipe","4.1","",""
"DATA","MONG_TYPE","SPIE","Standpipe piezometer","4.1","",""
"DATA","MONG_TYPE","TMB","Tiltmeter","4.1","",""
"DATA","MONG_TYPE","TMU","Tiltmeter - Uniaxial","4.1","",""
"DATA","MONG_TYPE","TP","Temperature measuring point","4.1","",""
"DATA","MONG_TYPE","TRT","Thermal Response Loop","4.1","",""
"DATA","MONG_TYPE","TS","Total station point","4.1","",""
"DATA","PIPE_TYPE","PLAIN","Plain","4.1","",""
"DATA","PIPE_TYPE","SLOTTED","Slotted","4.1","",""
"DATA","PMTG_TYPE","HPD","High pressure dilatometer","4.1","",""
"DATA","PMTG_TYPE","MPM","Menard type pressuremeter","4.1","",""
"DATA","PMTG_TYPE","PIP","Push-in pressuremeter","4.1","",""
"DATA","PMTG_TYPE","SBP","Self boring pressuremeter","4.1","",""
"DATA","PMTG_TYPE","WRSBP","Weak rock self boring pressuremeter","4.1","",""
"DATA","PTST_CELL","CHP","Constant head permeameter","4.1","",""
"DATA","PTST_CELL","FHP","Falling head permeameter","4.1","",""
"DATA","PTST_CELL","HYDRAULIC CELL","Hydraulic cell","4.1","",""
"DATA","PTST_CELL","TRIAXIAL CELL","Triaxial cell","4.1","",""
"DATA","PTST_COND","REMOULDED","Remoulded","4.1","",""
"DATA","PTST_COND","UNDISTURBED","Undisturbed","4.1","",""
"DATA","PTST_TYPE","CONSTANT HEAD","Constant head","4.1","",""
"DATA","PTST_TYPE","FALLING HEAD","Falling head","4.1","",""
"DATA","RESC_CTYP","ISOTROPIC","Isotropic","4.1","",""
"DATA","RESD_CNDS","DRAINED","Drained","4.1","",""
"DATA","RESG_COND","UNDISTURBED","Undisturbed","4.1","",""
"DATA","RESG_ORNT","Vertical","Vertical","4.1","",""
"DATA","RPLT_PLTF","A","Axial","4.1","",""
"DATA","RPLT_PLTF","B","Block","4.1","",""
"DATA","RPLT_PLTF","D","Diametral","4.1","",""
"DATA","RPLT_PLTF","I","Irregular lump","4.1","",""
"DATA","RPLT_PLTF","L","Parallel to planes of weakness","4.1","",""
"DATA","RPLT_PLTF","P","Perpendicular to planes of weakness","4.1","",""
"DATA","RPLT_PLTF","U","Unknown","4.1","",""
"DATA","RSCH_EXCV","BLASTING","Blasting","4.1","",""
"DATA","RSCH_EXCV","BORING","Boring","4.1","",""
"DATA","RSCH_EXCV","RIP","Ripping","4.1","",""
"DATA","RSCH_EXCV","SPLIT","Mechanical Splitting","4.1","",""
"DATA","RSCH_HTYP","L","L-Type","4.1","",""
"DATA","RSCH_HTYP","N","N-Type","4.1","",""
"DATA","RSCH_STYP","CORE","Core","4.1","",""
"DATA","RSCH_STYP","EXC","Excavation face","4.1","",""
"DATA","RSCH_STYP","LFB","Large field block","4.1","",""
"DATA","RSCH_STYP","NAT","Natural exposure","4.1","",""
"DATA","RSCH_STYP","SB","Saw-cut block","4.1","",""
"DATA","RTEN_MODE","Shear","Shear","4.1","",""
"DATA","RUCS_ETYP","AVERAGE","Average modulus","4.1","",""
"DATA","RUCS_ETYP","SECANT","Secant modulus","4.1","",""
"DATA","RUCS_ETYP","TANGENT","Tangent modulus","4.1","",""
"DATA","RUCS_MODE","ALONG FOLIATION","Along foliation","4.1","",""
"DATA","RUCS_MODE","AXIAL","Axial","4.1","",""
"DATA","RUCS_MODE","CLEAVAGE","Cleavage","4.1","",""
"DATA","RUCS_MODE","CRUMBLED","Crumbled","4.1","",""
"DATA","RUCS_MODE","DIAGONAL SHEARING","Diagonal Shearing","4.1","",""
"DATA","RUCS_MODE","EXPLOSIVE","Explosive","4.1","",""
"DATA","RUCS_MODE","FRAGMENTED","Fragmented","4.1","",""
"DATA","RUCS_MODE","IRREGULAR","Irregular","4.1","",""
"DATA","RUCS_MODE","MULTIPLE FRACTURING","Multiple fracturing","4.1","",""
"DATA","RUCS_MODE","SHEAR","Shear","4.1","",""
"DATA","SAMP_TYPE","AMAL","Amalgamated sample","4.1","",""
"DATA","SAMP_TYPE","B","Bulk disturbed sample","4.1","",""
"DATA","SAMP_TYPE","BLK","Block sample","4.1","",""
"DATA","SAMP_TYPE","C","Core sample","4.1","",""
"DATA","SAMP_TYPE","CBR","CBR mould sample","4.1","",""
"DATA","SAMP_TYPE","COMP","Composite sample - where the sample is made up of material from disparate unrecorded locations, coned and quartered into one composite sample","4.1","",""
"DATA","SAMP_TYPE","CONCB","Concrete Cube","4.1","",""
"DATA","SAMP_TYPE","CONCC","Concrete Core","4.1","",""
"DATA","SAMP_TYPE","D","Small disturbed sample","4.1","",""
"DATA","SAMP_TYPE","ES","Soil sample for environmental testing","4.1","",""
"DATA","SAMP_TYPE","EW","Water sample for environmental testing","4.1","",""
"DATA","SAMP_TYPE","G","Gas sample","4.1","",""
"DATA","SAMP_TYPE","L","Liner sample (dynamic)","4.1","",""
"DATA","SAMP_TYPE","LB","Large bulk disturbed sample (for earthworks testing)","4.1","",""
"DATA","SAMP_TYPE","M","Mazier type sample","4.1","",""
"DATA","SAMP_TYPE","MOS","Mostap sample","4.1","",""
"DATA","SAMP_TYPE","P","Piston sample","4.1","",""
"DATA","SAMP_TYPE","SPTLS","Standard penetration test liner sample","4.1","",""
"DATA","SAMP_TYPE","TW","Thin walled push in sample","4.1","",""
"DATA","SAMP_TYPE","U","Undisturbed sample - open drive","4.1","",""
"DATA","SAMP_TYPE","UT","Thin wall open drive tube sampler","4.1","",""
"DATA","SAMP_TYPE","W","Water sample","4.1","",""
"DATA","SCPG_TYPE","CC","Conductivity cone","4.1","",""
"DATA","SCPG_TYPE","EC","Electric cone","4.1","",""
"DATA","SCPG_TYPE","FFD","Fuel fluorescence cone","4.1","",""
"DATA","SCPG_TYPE","MC","Mechanical cone","4.1","",""
"DATA","SCPG_TYPE","MG","Magnetometer Cone","4.1","",""
"DATA","SCPG_TYPE","PC","Piezo cone","4.1","",""
"DATA","SCPG_TYPE","SC","P & S-wave Seismic Cone","4.1","",""
"DATA","SCPG_TYPE","TC","Temperature cone","4.1","",""
"DATA","SHBG_COND","REMOULDED","Remoulded","4.1","",""
"DATA","SHBG_COND","UNDISTURBED","Undisturbed","4.1","",""
"DATA","SHBG_TYPE","LARGE RSHEAR","Large Ring shear","4.1","",""
"DATA","SHBG_TYPE","LARGE SBOX","Large Shearbox","4.1","",""
"DATA","SHBG_TYPE","SMALL RSHEAR","Small Ring shear","4.1","",""
"DATA","SHBG_TYPE","SMALL SBOX","Small Shearbox","4.1","",""
"DATA","SUCT_COND","REMOULDED","Remoulded","4.1","",""
"DATA","SUCT_COND","UNDISTURBED","Undisturbed","4.1","",""
"DATA","TREG_COND","REMOULDED","Remoulded","4.1","",""
"DATA","TREG_COND","UNDISTURBED","Undisturbed","4.1","",""
"DATA","TREG_TYPE","CADC","Anisotropically consolidated drained compression with pwp measurement","4.1","",""
"DATA","TREG_TYPE","CADE","Anisotropically consolidated drained extension with pwp measurement","4.1","",""
"DATA","TREG_TYPE","CAUC","Anisotropically consolidated undrained compression with pwp measurement","4.1","",""
"DATA","TREG_TYPE","CAUE","Anisotropically consolidated undrained extension with pwp measurement","4.1","",""
"DATA","TREG_TYPE","CD","Consolidated drained (single stage)","4.1","",""
"DATA","TREG_TYPE","CDM","Consolidated drained (multi-stage)","4.1","",""
"DATA","TREG_TYPE","CIDC","Isotropically consolidated drained compression with pwp measurement","4.1","",""
"DATA","TREG_TYPE","CIDE","Isotropically consolidated drained extension with pwp measurement","4.1","",""
"DATA","TREG_TYPE","CIUC","Isotropically consolidated undrained compression with pwp measurement","4.1","",""
"DATA","TREG_TYPE","CIUCM","Isotropically consolidated undrained compression with pwp measurement (multi-stage)","4.1","",""
"DATA","TREG_TYPE","CU","Consolidated undrained with pwp measurement (single stage)","4.1","",""
"DATA","TREG_TYPE","CUM","Consolidated undrained with pwp measurement (multi-stage)","4.1","",""
"DATA","TREG_TYPE","UUP","Unconsolidated undrained with pwp measurement","4.1","",""
"DATA","TRET_MODE","Brittle","Brittle","4.1","",""
"DATA","TRIG_COND","REMOULDED","Remoulded","4.1","",""
"DATA","TRIG_COND","UNDISTURBED","Undisturbed","4.1","",""
"DATA","TRIG_TYPE","UNC","Unconfined Compressive test","4.1","",""
"DATA","TRIG_TYPE","UU","Unconsolidated quick undrained (single stage)","4.1","",""
"DATA","TRIG_TYPE","UUM","Unconsolidated quick undrained (multi-stage)","4.1","",""
"DATA","TRIT_MODE","Brittle","Brittle","4.1","",""
"DATA","WETH_SCH","BS 5930: 2015 AMEND 1","BS 5930: 2015 AMEND 1","4.1","",""
"DATA","WETH_SCH","BS 5930:1999 AMEND 1","BS 5930:1999 Amendment 1","4.1","",""
"DATA","WETH_SCH","BS 5930:1999 PRE AMEND 1","BS 5930:1999 Pre Amendment 1","4.1","",""
"DATA","WETH_SCH","BS 5930:2015","BS 5930:2015","4.1","",""
"DATA","WETH_SCH","BS EN ISO 14689-1:2003","BS EN ISO 14689-1:2003","4.1","",""
"DATA","WETH_SCH","BS5930: 2010 AMEND 2","BS5930: 2010 Amendment 2","4.1","",""
"DATA","WETH_SCH","CHANDLER APTED LC","Chandler and Apted London Clay","4.1","",""
"DATA","WETH_SCH","CHANDLER MERCIA","Chandler Mercia Mudstone Weathering Grades","4.1","",""
